delta_r,delta_s,delta_Ne
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11205035089819759,0.21045889497631928
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13916175399433528,0.11720244639014571
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.25213260000000015,0.04830163878646284
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.02865859999999998,0.1956623566809834
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04003637781662306,0.06290796573143333
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09345120000000007,0.1938633526302948
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.025841400000000014,-0.22400679261083734
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1349475,0.32828655724210903
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07320414880206672,-0.07996704593054928
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07229773119943572,0.8576950207950023
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09737850000000003,0.5691606040523706
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16645540000000003,0.3684169264910397
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10842780000000007,0.06433971807243202
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.053422347386098634,0.1966471200955069
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11544013042219015,1.5730221831715734
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17675826832314812,-0.43208470590740394
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22808260000000002,0.2958210301462971
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12264580000000014,0.06968211336744325
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.049636800000000036,-0.11831968835470583
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08876660000000003,0.28517205508448706
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.015802641602369105,0.49695107530704097
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07437260000000001,0.4117740043049887
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20636670000000001,-0.09229747856256391
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.043476700000000035,-0.03090764065916572
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18074729999999994,0.7373965255918021
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05708589999999991,0.3820357974405097
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13194240000000002,0.03585438498187342
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2371689350026207,-0.13636970295472087
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21332902658260422,1.1511655596218298
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18491054089946735,-0.5946598798438991
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.017000600000000032,0.8249518917749249
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.040823741784704826,0.4484521544112556
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17949465741991544,0.026042845002683897
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21493190000000006,0.7631794882942489
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21040066287339076,-0.2030588242111096
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24061520000000014,1.9589112252119276
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.039912686241045936,0.029601208173985896
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2621962,0.11156026193861368
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17162790000000006,0.04799450747115044
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15774359431858787,0.29980362789870035
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09954090000000004,0.6237149718360439
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.19379989999999991,0.055688064297370235
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.14423701737751315,0.484714566904331
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.12486839999999999,0.17767571183891845
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19313904710999985,0.11588872879950779
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16461940000000008,0.1901008717128094
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.15375078212819826,0.30950986100911704
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.021831799999999957,0.1643354277912139
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.24124948305294813,-0.46310653691630677
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24898710000000013,0.05144132096034151
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1621862253990627,0.023867565669872682
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12298996756391833,-0.03002056974975784
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0852446,0.2510508160273054
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15552450000000007,0.0967899926277852
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.14816870000000004,0.1916596351385194
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06754609999999994,0.2596002516299775
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14678340000000012,-0.2684977227084373
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.03779240000000006,0.3020903048788591
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24282080000000006,-0.03251938238112455
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1928837000000001,0.10312960274254922
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08151259999999994,0.09747089707155548
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1231807871749866,-0.16674475852763268
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08944580000000002,0.1451630984377716
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16567339999999997,0.6551900198907977
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17473890000000014,0.19310374767146996
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20565370000000005,0.029065324018537404
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12848700000000002,0.02666446471336378
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07617610000000008,0.6760527079267813
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15398829999999997,-0.1693061397564875
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.046645499999999895,0.42546156010975583
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23092730000000006,0.5907888088866635
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08638480000000004,0.054983704910219346
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12480283760695676,-0.21352208423595032
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15951760000000004,-0.08862567836658566
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.002561999999999953,0.6101692255824587
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08124803303633543,0.35257368587362425
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07661769864281776,-0.2240529314692565
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07666426912642432,0.1725556533124173
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.14124950000000003,-0.281855445380254
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21039969999999997,0.32745464540595476
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07521043334676758,0.30776246439965604
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1432394916471027,-0.07045794169363219
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07044747806974017,0.2588547643960475
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.01740252101441797,0.572678210448992
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24751880000000015,-0.2507219288017308
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22778070000000006,0.2950446468389111
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1432757,0.2641816283538055
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10619310487005085,-0.23060040687271302
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1967257,0.29464184959827994
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14880669999999996,0.08539956173553608
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11136270000000015,0.26132853082576196
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.013352800000000054,0.6114314979162164
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12060700000000013,0.13409075124130293
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1271090037107907,0.5674016479543362
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13185820000000015,0.34440523009332197
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12405400000000011,0.3014555703671189
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1370602999999999,3.7815695342913123
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04421168593790026,0.5423212769439939
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.17072392535012182,-0.2572553314871799
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15955720000000007,0.08768811533076286
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.29444899999999996,-0.10888575530800401
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16421410000000014,0.38054761733360054
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12972810000000012,-0.03708373388108414
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09187919999999994,0.2946634653427399
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14668230000000015,-0.37884479917474156
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10239379999999998,0.1724952451772864
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11638988621082968,0.11982957556328605
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.013515146177963233,0.3116985320723782
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22510509999999995,0.11365594329705081
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.11942330000000001,-0.36212983744305033
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0987242509699724,-0.19433354268290928
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18060960000000015,-0.2582671078128657
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12091470000000015,0.1935580357138504
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20777060000000014,0.1772924937293417
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.25946230000000003,0.10297185421433896
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.11057570000000005,0.0041733691063850446
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.01348715016219404,0.4646462749787569
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08570440000000001,0.7455601025092243
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0777913787351947,-0.031132595872481905
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22643180000000007,0.39076130502266604
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15000180000000007,0.6364340480675725
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1748457000000001,0.39042021183628556
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16519149999999994,-0.048418661489421054
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0257051473281682,0.01483085731054505
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2512228000000001,-0.17340926696938946
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18747350000000007,0.317542084535972
